17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,320,2024-06-29 03:28:46,950926385
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,400,2024-06-29 03:48:39,0
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,500,2024-06-30 02:23:05,0
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,610,2024-06-30 02:55:08,952128394
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,230,2024-06-30 04:48:10,951409368
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,310,2024-06-30 06:24:39,951409369
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,400,2024-06-30 08:28:25,0
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,500,2024-06-30 10:38:26,0
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,610,2024-06-30 10:43:18,935780229
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,620,2024-06-30 11:18:04,943510488
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,630,2024-06-30 11:47:43,929651195
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,640,2024-06-30 15:02:00,942626321
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,700,2024-06-30 16:58:07,944068629
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,120,2024-06-27 22:15:41,0
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,800,2024-07-01 00:24:15,925901442
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,900,2024-07-01 02:29:36,0
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,130,2024-06-28 08:20:53,0
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,230,2024-06-28 19:02:52,943964976
17fd2e2070c64cdfba8a6bac192c4bbc,272226733228612910,310,2024-06-28 20:35:32,943964977
